application_id,location_id,region,hiring_manager_id,role,source,commute_band_km,availability_match,applied_at,docs_submitted_at,background_clear_at,onboarding_started_at,scheduled_first_job_at,first_job_at,stage_reached,exit_reason,separation_at,tenure_days,separation_reason
APP-038996,LOC-28,South,MGR-028,Car Courier,paid_social,6-10,partial,2026-06-20,2026-06-22,2026-07-01,,,,background_clear,abandoned_signup,,,
APP-036686,LOC-15,Northeast,MGR-015,Car Courier,paid_social,0-5,full,2026-06-20,,,,,,signed_up,abandoned_signup,,,
APP-038867,LOC-14,Northeast,MGR-014,Scooter Courier,paid_social,0-5,full,2026-06-20,,,,,,signed_up,failed_knockout,,,
APP-036863,LOC-09,Midwest,MGR-009,Shopper,affiliate,11-20,full,2026-06-20,,,,,,signed_up,failed_knockout,,,
APP-038982,LOC-30,South,MGR-030,Cargo Van Driver,paid_social,11-20,full,2026-06-20,,,,,,signed_up,failed_knockout,,,
APP-039389,LOC-03,Midwest,MGR-003,Bike Courier,worker_referral,11-20,partial,2026-06-20,2026-06-22,2026-07-08,,,,background_clear,failed_vehicle_check,,,
APP-038644,LOC-32,South,MGR-032,Car Courier,paid_social,11-20,full,2026-06-20,2026-06-22,,,,,docs_submitted,abandoned_signup,,,
APP-036814,LOC-18,Northeast,MGR-018,Car Courier,paid_social,11-20,partial,2026-06-20,2026-06-21,2026-06-22,,,,background_clear,failed_vehicle_check,,,
APP-039684,LOC-08,Midwest,MGR-008,Scooter Courier,paid_social,11-20,full,2026-06-20,2026-06-20,2026-06-22,2026-06-27,2026-07-08,,onboarding_started,no_show_first_job,,,
APP-039583,LOC-10,Midwest,MGR-010,Car Courier,search_ads,21-40,limited,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-037291,LOC-39,West,MGR-039,Bike Courier,paid_social,6-10,partial,2026-06-20,2026-06-21,,,,,docs_submitted,abandoned_signup,,,
APP-036765,LOC-42,West,MGR-042,Car Courier,paid_social,6-10,partial,2026-06-20,,,,,,signed_up,incomplete_application,,,
APP-038663,LOC-10,Midwest,MGR-010,Car Courier,affiliate,6-10,full,2026-06-20,,,,,,signed_up,incomplete_application,,,
APP-037276,LOC-23,South,MGR-023,Car Courier,paid_social,0-5,partial,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-039324,LOC-14,Northeast,MGR-014,Scooter Courier,paid_social,6-10,full,2026-06-20,,,,,,signed_up,failed_knockout,,,
APP-038898,LOC-25,South,MGR-025,Shopper,app_store_organic,0-5,full,2026-06-20,,,,,,signed_up,failed_knockout,,,
APP-036831,LOC-40,West,MGR-040,Scooter Courier,paid_social,40+,full,2026-06-20,2026-06-23,,,,,docs_submitted,background_check_queue,,,
APP-039033,LOC-09,Midwest,MGR-009,Bike Courier,paid_social,21-40,limited,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-036732,LOC-22,South,MGR-022,Car Courier,paid_social,0-5,full,2026-06-20,,,,,,signed_up,incomplete_application,,,
APP-038809,LOC-40,West,MGR-040,Shopper,search_ads,21-40,partial,2026-06-20,2026-06-22,2026-07-01,2026-07-02,2026-07-15,2026-07-15,activated,,,,
APP-036806,LOC-03,Midwest,MGR-003,Shopper,jobboard_a,0-5,partial,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-039697,LOC-13,Northeast,MGR-013,Bike Courier,app_store_organic,40+,full,2026-06-20,,,,,,signed_up,incomplete_application,,,
APP-039674,LOC-17,Northeast,MGR-017,Cargo Van Driver,paid_social,6-10,full,2026-06-20,,,,,,signed_up,abandoned_signup,,,
APP-039025,LOC-07,Midwest,MGR-007,Bike Courier,paid_social,0-5,partial,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-039152,LOC-26,South,MGR-026,Car Courier,paid_social,6-10,full,2026-06-20,2026-06-23,2026-06-27,2026-07-01,2026-07-14,2026-07-14,activated,,2026-07-21,7,voluntary_quit
APP-039326,LOC-08,Midwest,MGR-008,Shopper,search_ads,11-20,partial,2026-06-20,2026-06-22,2026-06-29,,,,background_clear,abandoned_signup,,,
APP-039017,LOC-11,Midwest,MGR-011,Car Courier,worker_referral,21-40,partial,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-039159,LOC-17,Northeast,MGR-017,Cargo Van Driver,affiliate,21-40,full,2026-06-20,2026-06-20,2026-06-27,,,,background_clear,failed_background_check,,,
APP-039032,LOC-32,South,MGR-032,Scooter Courier,paid_social,6-10,full,2026-06-20,2026-06-22,2026-06-26,,,,background_clear,failed_background_check,,,
APP-039204,LOC-15,Northeast,MGR-015,Car Courier,paid_social,11-20,full,2026-06-20,2026-06-20,2026-06-26,,,,background_clear,failed_vehicle_check,,,
APP-039599,LOC-06,Midwest,MGR-006,Car Courier,paid_social,6-10,partial,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-038343,LOC-11,Midwest,MGR-011,Car Courier,paid_social,0-5,full,2026-06-20,2026-06-23,2026-06-28,2026-06-29,2026-07-11,,onboarding_started,no_show_first_job,,,
APP-038246,LOC-24,South,MGR-024,Bike Courier,paid_social,6-10,full,2026-06-20,2026-06-22,2026-06-27,,,,background_clear,never_completed_docs,,,
APP-037096,LOC-13,Northeast,MGR-013,Shopper,jobboard_a,11-20,partial,2026-06-20,2026-06-22,,,,,docs_submitted,abandoned_signup,,,
APP-037199,LOC-35,West,MGR-035,Car Courier,paid_social,0-5,full,2026-06-20,2026-06-23,,,,,docs_submitted,unresponsive,,,
APP-038407,LOC-13,Northeast,MGR-013,Shopper,paid_social,0-5,full,2026-06-20,2026-06-20,2026-06-24,,,,background_clear,failed_background_check,,,
APP-037961,LOC-07,Midwest,MGR-007,Car Courier,affiliate,11-20,partial,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-037479,LOC-11,Midwest,MGR-011,Car Courier,paid_social,6-10,full,2026-06-20,2026-06-22,2026-06-26,2026-06-29,2026-07-05,,onboarding_started,no_show_first_job,,,
APP-037362,LOC-26,South,MGR-026,Bike Courier,affiliate,6-10,full,2026-06-20,,,,,,signed_up,incomplete_application,,,
APP-037732,LOC-09,Midwest,MGR-009,Cargo Van Driver,worker_referral,11-20,full,2026-06-20,2026-06-20,2026-06-28,2026-06-29,2026-07-06,2026-07-06,activated,,,,
APP-039624,LOC-24,South,MGR-024,Bike Courier,paid_social,11-20,partial,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-037104,LOC-05,Midwest,MGR-005,Car Courier,affiliate,0-5,partial,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-037717,LOC-33,South,MGR-033,Cargo Van Driver,paid_social,0-5,partial,2026-06-20,,,,,,signed_up,failed_knockout,,,
APP-038433,LOC-04,Midwest,MGR-004,Cargo Van Driver,jobboard_a,0-5,limited,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-037711,LOC-08,Midwest,MGR-008,Scooter Courier,search_ads,6-10,partial,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-037970,LOC-37,West,MGR-037,Bike Courier,paid_social,0-5,full,2026-06-20,2026-06-20,,,,,docs_submitted,no_onboarding_slot,,,
APP-037047,LOC-14,Northeast,MGR-014,Shopper,paid_social,11-20,full,2026-06-20,,,,,,signed_up,failed_knockout,,,
APP-037397,LOC-09,Midwest,MGR-009,Car Courier,paid_social,0-5,partial,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-038317,LOC-18,Northeast,MGR-018,Cargo Van Driver,paid_social,40+,partial,2026-06-20,2026-06-23,,,,,docs_submitted,abandoned_signup,,,
APP-037108,LOC-17,Northeast,MGR-017,Cargo Van Driver,paid_social,11-20,partial,2026-06-20,2026-06-23,,,,,docs_submitted,abandoned_signup,,,
APP-037691,LOC-26,South,MGR-026,Car Courier,paid_social,11-20,partial,2026-06-20,,,,,,signed_up,failed_knockout,,,
APP-038224,LOC-04,Midwest,MGR-004,Cargo Van Driver,paid_social,11-20,limited,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-037353,LOC-18,Northeast,MGR-018,Bike Courier,app_store_organic,6-10,limited,2026-06-20,2026-06-22,2026-06-24,,,,background_clear,abandoned_signup,,,
APP-038223,LOC-10,Midwest,MGR-010,Car Courier,paid_social,0-5,limited,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-039451,LOC-15,Northeast,MGR-015,Shopper,paid_social,0-5,full,2026-06-20,2026-06-21,,,,,docs_submitted,unresponsive,,,
APP-037117,LOC-05,Midwest,MGR-005,Shopper,app_store_organic,0-5,partial,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-039637,LOC-39,West,MGR-039,Car Courier,paid_social,6-10,partial,2026-06-20,2026-06-22,2026-06-24,2026-06-26,2026-06-28,2026-06-28,activated,,2026-07-05,7,voluntary_quit
APP-037429,LOC-04,Midwest,MGR-004,Shopper,worker_referral,21-40,partial,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-038007,LOC-30,South,MGR-030,Bike Courier,paid_social,0-5,partial,2026-06-20,,,,,,signed_up,incomplete_application,,,
APP-039527,LOC-36,West,MGR-036,Bike Courier,paid_social,11-20,partial,2026-06-20,2026-06-20,,,,,docs_submitted,background_check_queue,,,
APP-039663,LOC-40,West,MGR-040,Scooter Courier,affiliate,6-10,limited,2026-06-20,2026-06-21,,,,,docs_submitted,background_check_queue,,,
APP-037953,LOC-18,Northeast,MGR-018,Car Courier,paid_social,21-40,partial,2026-06-20,2026-06-22,,,,,docs_submitted,abandoned_signup,,,
APP-037192,LOC-23,South,MGR-023,Bike Courier,paid_social,0-5,full,2026-06-20,2026-06-20,,,,,docs_submitted,abandoned_signup,,,
APP-037760,LOC-28,South,MGR-028,Car Courier,affiliate,21-40,limited,2026-06-20,2026-06-22,2026-06-24,2026-06-24,2026-06-30,,onboarding_started,no_show_first_job,,,
APP-037052,LOC-35,West,MGR-035,Car Courier,paid_social,6-10,partial,2026-06-20,,,,,,signed_up,incomplete_application,,,
APP-037867,LOC-27,South,MGR-027,Cargo Van Driver,paid_social,21-40,limited,2026-06-20,,,,,,signed_up,incomplete_application,,,
APP-038323,LOC-34,West,MGR-034,Car Courier,paid_social,6-10,full,2026-06-20,,,,,,signed_up,incomplete_application,,,
APP-037377,LOC-40,West,MGR-040,Car Courier,paid_social,0-5,full,2026-06-20,2026-06-23,,,,,docs_submitted,background_check_queue,,,
APP-039499,LOC-40,West,MGR-040,Bike Courier,paid_social,11-20,full,2026-06-20,,,,,,signed_up,incomplete_application,,,
APP-037877,LOC-07,Midwest,MGR-007,Shopper,paid_social,0-5,full,2026-06-20,2026-06-21,,,,,docs_submitted,background_check_queue,,,
APP-037878,LOC-36,West,MGR-036,Cargo Van Driver,paid_social,6-10,full,2026-06-20,2026-06-22,2026-07-02,2026-07-05,2026-07-16,2026-07-16,activated,,2026-07-21,5,schedule_conflict
APP-037452,LOC-11,Midwest,MGR-011,Bike Courier,paid_social,6-10,limited,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-037845,LOC-12,Northeast,MGR-012,Car Courier,jobboard_a,6-10,partial,2026-06-20,,,,,,signed_up,incomplete_application,,,
APP-037381,LOC-04,Midwest,MGR-004,Shopper,paid_social,6-10,limited,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-039497,LOC-17,Northeast,MGR-017,Cargo Van Driver,affiliate,6-10,full,2026-06-20,2026-06-20,,,,,docs_submitted,no_onboarding_slot,,,
APP-039440,LOC-06,Midwest,MGR-006,Bike Courier,affiliate,40+,full,2026-06-20,2026-06-20,2026-06-27,2026-07-01,2026-07-07,,onboarding_started,no_show_first_job,,,
APP-038330,LOC-23,South,MGR-023,Scooter Courier,paid_social,6-10,full,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-038333,LOC-20,Northeast,MGR-020,Scooter Courier,paid_social,6-10,limited,2026-06-20,,,,,,signed_up,abandoned_signup,,,
APP-039434,LOC-20,Northeast,MGR-020,Shopper,paid_social,40+,limited,2026-06-20,,,,,,signed_up,failed_knockout,,,
APP-037667,LOC-01,Midwest,MGR-001,Bike Courier,app_store_organic,6-10,partial,2026-06-20,2026-06-23,,,,,docs_submitted,abandoned_signup,,,
APP-039572,LOC-15,Northeast,MGR-015,Scooter Courier,paid_social,11-20,full,2026-06-20,2026-06-20,2026-06-26,2026-07-01,2026-07-11,2026-07-11,activated,,,,
APP-036943,LOC-06,Midwest,MGR-006,Bike Courier,paid_social,40+,partial,2026-06-20,2026-06-23,2026-06-27,2026-06-29,2026-07-10,,onboarding_started,no_show_first_job,,,
APP-039429,LOC-27,South,MGR-027,Bike Courier,paid_social,6-10,limited,2026-06-20,,,,,,signed_up,abandoned_signup,,,
APP-039494,LOC-17,Northeast,MGR-017,Car Courier,paid_social,0-5,limited,2026-06-20,,,,,,signed_up,incomplete_application,,,
APP-037814,LOC-38,West,MGR-038,Bike Courier,app_store_organic,6-10,partial,2026-06-20,2026-06-20,2026-06-25,,,,background_clear,abandoned_signup,,,
APP-037073,LOC-07,Midwest,MGR-007,Car Courier,jobboard_a,11-20,limited,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-037371,LOC-07,Midwest,MGR-007,Car Courier,paid_social,6-10,partial,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-038364,LOC-12,Northeast,MGR-012,Cargo Van Driver,app_store_organic,6-10,full,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-038368,LOC-26,South,MGR-026,Car Courier,worker_referral,21-40,partial,2026-06-20,2026-06-20,2026-06-24,2026-06-28,2026-07-05,2026-07-05,activated,,,,
APP-038372,LOC-18,Northeast,MGR-018,Car Courier,paid_social,6-10,partial,2026-06-20,2026-06-22,2026-06-28,,,,background_clear,failed_vehicle_check,,,
APP-038256,LOC-42,West,MGR-042,Shopper,worker_referral,0-5,full,2026-06-20,,,,,,signed_up,failed_knockout,,,
APP-037078,LOC-23,South,MGR-023,Car Courier,paid_social,0-5,full,2026-06-20,,,,,,signed_up,abandoned_signup,,,
APP-037792,LOC-32,South,MGR-032,Shopper,affiliate,0-5,partial,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-038255,LOC-33,South,MGR-033,Cargo Van Driver,paid_social,11-20,partial,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-037928,LOC-06,Midwest,MGR-006,Bike Courier,paid_social,11-20,limited,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-038270,LOC-30,South,MGR-030,Bike Courier,paid_social,21-40,limited,2026-06-20,2026-06-20,2026-06-26,,,,background_clear,failed_vehicle_check,,,
APP-037664,LOC-08,Midwest,MGR-008,Cargo Van Driver,paid_social,0-5,full,2026-06-20,2026-06-22,2026-06-27,,,,background_clear,failed_vehicle_check,,,
APP-038309,LOC-31,South,MGR-031,Car Courier,paid_social,21-40,full,2026-06-20,2026-06-23,2026-07-05,,,,background_clear,failed_background_check,,,
APP-039477,LOC-31,South,MGR-031,Bike Courier,paid_social,6-10,full,2026-06-20,2026-06-23,2026-07-05,2026-07-07,2026-07-18,2026-07-18,activated,,,,
APP-037338,LOC-16,Northeast,MGR-016,Car Courier,paid_social,0-5,partial,2026-06-20,2026-06-21,,,,,docs_submitted,abandoned_signup,,,
APP-039641,LOC-08,Midwest,MGR-008,Cargo Van Driver,search_ads,0-5,full,2026-06-20,2026-06-20,2026-06-25,2026-06-29,2026-07-08,2026-07-08,activated,,2026-08-22,45,found_other_job
APP-037188,LOC-09,Midwest,MGR-009,Shopper,paid_social,11-20,limited,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-037568,LOC-15,Northeast,MGR-015,Bike Courier,paid_social,0-5,full,2026-06-20,,,,,,signed_up,failed_knockout,,,
APP-038056,LOC-39,West,MGR-039,Bike Courier,paid_social,0-5,partial,2026-06-20,2026-06-23,,,,,docs_submitted,abandoned_signup,,,
APP-037206,LOC-30,South,MGR-030,Car Courier,paid_social,0-5,full,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-039544,LOC-32,South,MGR-032,Car Courier,paid_social,0-5,full,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-038556,LOC-28,South,MGR-028,Car Courier,paid_social,11-20,limited,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-037333,LOC-33,South,MGR-033,Car Courier,paid_social,21-40,full,2026-06-20,,,,,,signed_up,abandoned_signup,,,
APP-036885,LOC-33,South,MGR-033,Cargo Van Driver,paid_social,11-20,partial,2026-06-20,,,,,,signed_up,failed_knockout,,,
APP-037557,LOC-34,West,MGR-034,Car Courier,paid_social,21-40,partial,2026-06-20,2026-06-20,2026-06-24,,,,background_clear,failed_vehicle_check,,,
APP-038062,LOC-18,Northeast,MGR-018,Bike Courier,affiliate,0-5,partial,2026-06-20,2026-06-22,2026-06-27,,,,background_clear,failed_vehicle_check,,,
APP-039456,LOC-28,South,MGR-028,Shopper,paid_social,6-10,limited,2026-06-20,2026-06-21,,,,,docs_submitted,unresponsive,,,
APP-037538,LOC-37,West,MGR-037,Scooter Courier,paid_social,0-5,partial,2026-06-20,2026-06-21,2026-06-26,,,,background_clear,abandoned_signup,,,
APP-038572,LOC-03,Midwest,MGR-003,Car Courier,jobboard_a,11-20,limited,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-038077,LOC-23,South,MGR-023,Shopper,paid_social,0-5,partial,2026-06-20,,,,,,signed_up,failed_knockout,,,
APP-037187,LOC-09,Midwest,MGR-009,Car Courier,paid_social,11-20,partial,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-039462,LOC-18,Northeast,MGR-018,Shopper,app_store_organic,11-20,full,2026-06-20,2026-06-21,,,,,docs_submitted,abandoned_signup,,,
APP-038579,LOC-16,Northeast,MGR-016,Car Courier,paid_social,0-5,full,2026-06-20,,,,,,signed_up,abandoned_signup,,,
APP-039547,LOC-19,Northeast,MGR-019,Shopper,paid_social,40+,full,2026-06-20,,,,,,signed_up,failed_knockout,,,
APP-038584,LOC-25,South,MGR-025,Bike Courier,worker_referral,6-10,partial,2026-06-20,2026-06-21,,,,,docs_submitted,background_check_queue,,,
APP-037527,LOC-32,South,MGR-032,Bike Courier,app_store_organic,0-5,limited,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-039646,LOC-17,Northeast,MGR-017,Scooter Courier,jobboard_a,0-5,full,2026-06-20,2026-06-22,2026-06-23,,,,background_clear,failed_vehicle_check,,,
APP-037153,LOC-20,Northeast,MGR-020,Scooter Courier,paid_social,6-10,limited,2026-06-20,,,,,,signed_up,incomplete_application,,,
APP-036882,LOC-20,Northeast,MGR-020,Bike Courier,affiliate,11-20,full,2026-06-20,2026-06-22,,,,,docs_submitted,abandoned_signup,,,
APP-037003,LOC-40,West,MGR-040,Bike Courier,paid_social,0-5,full,2026-06-20,2026-06-22,,,,,docs_submitted,background_check_queue,,,
APP-038571,LOC-25,South,MGR-025,Scooter Courier,affiliate,11-20,full,2026-06-20,2026-06-21,2026-07-01,,,,background_clear,failed_vehicle_check,,,
APP-038187,LOC-33,South,MGR-033,Cargo Van Driver,paid_social,21-40,full,2026-06-20,2026-06-23,,,,,docs_submitted,abandoned_signup,,,
APP-038052,LOC-25,South,MGR-025,Scooter Courier,paid_social,0-5,partial,2026-06-20,2026-06-22,,,,,docs_submitted,background_check_queue,,,
APP-037131,LOC-23,South,MGR-023,Car Courier,worker_referral,11-20,partial,2026-06-20,2026-06-22,,,,,docs_submitted,abandoned_signup,,,
APP-037646,LOC-06,Midwest,MGR-006,Bike Courier,app_store_organic,6-10,full,2026-06-20,,,,,,signed_up,abandoned_signup,,,
APP-037605,LOC-18,Northeast,MGR-018,Scooter Courier,paid_social,11-20,partial,2026-06-20,2026-06-21,,,,,docs_submitted,unresponsive,,,
APP-039639,LOC-16,Northeast,MGR-016,Car Courier,paid_social,6-10,full,2026-06-20,,,,,,signed_up,failed_knockout,,,
APP-037166,LOC-18,Northeast,MGR-018,Shopper,paid_social,21-40,full,2026-06-20,2026-06-23,2026-06-27,,,,background_clear,failed_vehicle_check,,,
APP-038497,LOC-16,Northeast,MGR-016,Shopper,affiliate,40+,limited,2026-06-20,2026-06-23,,,,,docs_submitted,abandoned_signup,,,
APP-038193,LOC-31,South,MGR-031,Car Courier,paid_social,0-5,full,2026-06-20,,,,,,signed_up,abandoned_signup,,,
APP-038203,LOC-26,South,MGR-026,Car Courier,paid_social,11-20,full,2026-06-20,2026-06-20,2026-06-28,2026-06-30,2026-07-03,2026-07-03,activated,,,,
APP-037595,LOC-10,Midwest,MGR-010,Car Courier,paid_social,0-5,partial,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-037133,LOC-22,South,MGR-022,Car Courier,worker_referral,40+,full,2026-06-20,2026-06-23,2026-06-26,,,,background_clear,abandoned_signup,,,
APP-038027,LOC-29,South,MGR-029,Cargo Van Driver,paid_social,21-40,partial,2026-06-20,,,,,,signed_up,abandoned_signup,,,
APP-036904,LOC-20,Northeast,MGR-020,Car Courier,worker_referral,0-5,limited,2026-06-20,,,,,,signed_up,abandoned_signup,,,
APP-038024,LOC-07,Midwest,MGR-007,Scooter Courier,paid_social,11-20,partial,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-037630,LOC-27,South,MGR-027,Cargo Van Driver,app_store_organic,11-20,full,2026-06-20,2026-06-21,2026-06-23,2026-06-25,2026-06-30,,onboarding_started,no_show_first_job,,,
APP-037427,LOC-32,South,MGR-032,Car Courier,paid_social,11-20,partial,2026-06-20,,,,,,signed_up,incomplete_application,,,
APP-038491,LOC-09,Midwest,MGR-009,Scooter Courier,paid_social,11-20,partial,2026-06-20,,,,,,signed_up,docs_rejected,,,
APP-037041,LOC-25,South,MGR-025,Bike Courier,paid_social,21-40,limited,2026-06-21,2026-06-23,,,,,docs_submitted,background_check_queue,,,
APP-038780,LOC-32,South,MGR-032,Car Courier,worker_referral,40+,partial,2026-06-21,2026-06-24,2026-06-26,2026-07-01,2026-07-09,2026-07-09,activated,,,,
APP-037894,LOC-07,Midwest,MGR-007,Car Courier,worker_referral,0-5,limited,2026-06-21,,,,,,signed_up,docs_rejected,,,
APP-037910,LOC-11,Midwest,MGR-011,Cargo Van Driver,paid_social,40+,partial,2026-06-21,,,,,,signed_up,docs_rejected,,,
APP-039445,LOC-05,Midwest,MGR-005,Cargo Van Driver,paid_social,21-40,partial,2026-06-21,,,,,,signed_up,docs_rejected,,,
APP-037445,LOC-42,West,MGR-042,Bike Courier,affiliate,0-5,full,2026-06-21,,,,,,signed_up,failed_knockout,,,
APP-038085,LOC-32,South,MGR-032,Cargo Van Driver,affiliate,21-40,partial,2026-06-21,,,,,,signed_up,failed_knockout,,,
APP-038204,LOC-32,South,MGR-032,Bike Courier,search_ads,11-20,partial,2026-06-21,2026-06-21,2026-06-23,2026-06-25,2026-06-28,2026-06-28,activated,,,,
APP-038276,LOC-27,South,MGR-027,Scooter Courier,jobboard_a,0-5,full,2026-06-21,,,,,,signed_up,incomplete_application,,,
APP-039655,LOC-03,Midwest,MGR-003,Shopper,worker_referral,0-5,full,2026-06-21,,,,,,signed_up,incomplete_application,,,
APP-039648,LOC-21,Northeast,MGR-021,Car Courier,jobboard_a,6-10,full,2026-06-21,2026-06-21,2026-06-25,2026-06-25,2026-07-06,2026-07-06,activated,,2026-07-28,22,attendance
APP-038094,LOC-23,South,MGR-023,Bike Courier,worker_referral,21-40,partial,2026-06-21,,,,,,signed_up,abandoned_signup,,,
APP-037062,LOC-01,Midwest,MGR-001,Shopper,jobboard_a,6-10,partial,2026-06-21,,,,,,signed_up,docs_rejected,,,
APP-038969,LOC-21,Northeast,MGR-021,Scooter Courier,paid_social,6-10,partial,2026-06-21,,,,,,signed_up,docs_rejected,,,
APP-036823,LOC-13,Northeast,MGR-013,Car Courier,affiliate,0-5,partial,2026-06-21,,,,,,signed_up,failed_knockout,,,
APP-037194,LOC-31,South,MGR-031,Bike Courier,paid_social,40+,partial,2026-06-21,2026-06-23,2026-06-29,,,,background_clear,never_completed_docs,,,
APP-037297,LOC-36,West,MGR-036,Car Courier,paid_social,0-5,full,2026-06-21,2026-06-21,,,,,docs_submitted,background_check_queue,,,
APP-037871,LOC-31,South,MGR-031,Cargo Van Driver,worker_referral,11-20,partial,2026-06-21,,,,,,signed_up,incomplete_application,,,
APP-038081,LOC-17,Northeast,MGR-017,Shopper,app_store_organic,6-10,partial,2026-06-21,2026-06-21,2026-06-27,2026-06-29,2026-07-05,2026-07-05,activated,,,,
APP-036800,LOC-09,Midwest,MGR-009,Cargo Van Driver,search_ads,21-40,partial,2026-06-21,,,,,,signed_up,docs_rejected,,,
APP-037224,LOC-15,Northeast,MGR-015,Cargo Van Driver,paid_social,40+,full,2026-06-21,2026-06-22,2026-06-27,,,,background_clear,failed_vehicle_check,,,
APP-037964,LOC-22,South,MGR-022,Cargo Van Driver,paid_social,11-20,full,2026-06-21,2026-06-22,,,,,docs_submitted,abandoned_signup,,,
APP-038995,LOC-03,Midwest,MGR-003,Scooter Courier,paid_social,11-20,full,2026-06-21,,,,,,signed_up,failed_knockout,,,
APP-036774,LOC-21,Northeast,MGR-021,Cargo Van Driver,worker_referral,6-10,full,2026-06-21,,,,,,signed_up,incomplete_application,,,
APP-036833,LOC-40,West,MGR-040,Car Courier,paid_social,11-20,full,2026-06-21,2026-06-21,,,,,docs_submitted,background_check_queue,,,
APP-038845,LOC-36,West,MGR-036,Cargo Van Driver,search_ads,11-20,full,2026-06-21,2026-06-22,2026-06-28,2026-07-01,2026-07-05,2026-07-05,activated,,,,
APP-037962,LOC-05,Midwest,MGR-005,Cargo Van Driver,search_ads,6-10,partial,2026-06-21,,,,,,signed_up,docs_rejected,,,
APP-037965,LOC-04,Midwest,MGR-004,Shopper,paid_social,21-40,partial,2026-06-21,,,,,,signed_up,docs_rejected,,,
APP-038934,LOC-01,Midwest,MGR-001,Car Courier,worker_referral,6-10,partial,2026-06-21,,,,,,signed_up,docs_rejected,,,
APP-036966,LOC-23,South,MGR-023,Car Courier,app_store_organic,0-5,partial,2026-06-21,2026-06-22,,,,,docs_submitted,unresponsive,,,
APP-038849,LOC-03,Midwest,MGR-003,Cargo Van Driver,app_store_organic,0-5,partial,2026-06-21,2026-06-23,,,,,docs_submitted,background_check_queue,,,
APP-036817,LOC-19,Northeast,MGR-019,Car Courier,paid_social,0-5,limited,2026-06-21,,,,,,signed_up,abandoned_signup,,,
APP-037018,LOC-23,South,MGR-023,Car Courier,jobboard_a,0-5,partial,2026-06-21,2026-06-24,2026-06-29,,,,background_clear,failed_background_check,,,
APP-039364,LOC-06,Midwest,MGR-006,Scooter Courier,app_store_organic,6-10,full,2026-06-21,2026-06-23,2026-06-24,2026-06-28,2026-07-05,,onboarding_started,no_show_first_job,,,
APP-039328,LOC-14,Northeast,MGR-014,Car Courier,search_ads,0-5,full,2026-06-21,2026-06-23,2026-07-08,2026-07-11,2026-07-13,2026-07-13,activated,,2026-07-16,3,found_other_job
APP-039460,LOC-01,Midwest,MGR-001,Car Courier,paid_social,21-40,limited,2026-06-21,,,,,,signed_up,docs_rejected,,,
APP-037941,LOC-21,Northeast,MGR-021,Car Courier,jobboard_a,0-5,full,2026-06-21,,,,,,signed_up,failed_knockout,,,
APP-039600,LOC-02,Midwest,MGR-002,Car Courier,app_store_organic,6-10,full,2026-06-21,,,,,,signed_up,failed_knockout,,,
APP-039568,LOC-26,South,MGR-026,Car Courier,paid_social,11-20,full,2026-06-21,2026-06-21,2026-06-24,2026-06-27,2026-07-06,,onboarding_started,no_show_first_job,,,
APP-037439,LOC-37,West,MGR-037,Car Courier,jobboard_a,0-5,full,2026-06-21,2026-06-23,,,,,docs_submitted,abandoned_signup,,,
APP-037025,LOC-32,South,MGR-032,Bike Courier,search_ads,0-5,partial,2026-06-21,2026-06-24,,,,,docs_submitted,no_onboarding_slot,,,
